m,TagName,
"2016-11-01 00:00:00","javascript","20473"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11899"
"2016-11-01 00:00:00","python","14158"
"2016-11-01 00:00:00","r","3557"
"2016-11-01 00:00:00","ruby","1754"
"2016-11-01 00:00:00","swift","4357"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10668"
"2016-12-01 00:00:00","c++","5214"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13816"
"2016-12-01 00:00:00","javascript","19757"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11429"
"2016-12-01 00:00:00","python","13013"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","c#","11675"
"2017-01-01 00:00:00","c++","5638"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14532"
"2017-01-01 00:00:00","javascript","21363"
"2017-01-01 00:00:00","perl","324"
"2017-01-01 00:00:00","php","12566"
"2017-01-01 00:00:00","python","14239"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11466"
"2017-02-01 00:00:00","c++","5158"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14530"
"2017-02-01 00:00:00","javascript","21158"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12442"
"2017-02-01 00:00:00","python","14750"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1622"
"2017-02-01 00:00:00","swift","4047"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12971"
"2017-03-01 00:00:00","c++","6212"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17276"
"2017-03-01 00:00:00","javascript","23651"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13970"
"2017-03-01 00:00:00","python","17095"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","c#","11074"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15894"
"2017-04-01 00:00:00","javascript","21192"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12337"
"2017-04-01 00:00:00","python","15619"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1486"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11962"
"2017-05-01 00:00:00","c++","5291"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16302"
"2017-05-01 00:00:00","javascript","22350"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12980"
"2017-05-01 00:00:00","python","16153"
"2017-05-01 00:00:00","r","4311"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4087"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2345"
"2017-06-01 00:00:00","c#","11284"
"2017-06-01 00:00:00","c++","4671"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14592"
"2017-06-01 00:00:00","javascript","21534"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11690"
"2017-06-01 00:00:00","python","15982"
"2017-06-01 00:00:00","r","4442"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2039"
"2017-07-01 00:00:00","c#","11186"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14093"
"2017-07-01 00:00:00","javascript","21563"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11700"
"2017-07-01 00:00:00","python","16877"
"2017-07-01 00:00:00","r","4575"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10936"
"2017-08-01 00:00:00","c++","4778"
"2017-08-01 00:00:00","delphi","291"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13731"
"2017-08-01 00:00:00","javascript","21294"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11580"
"2017-08-01 00:00:00","python","16453"
"2017-08-01 00:00:00","r","4561"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4171"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2097"
"2017-09-01 00:00:00","c#","9857"
"2017-09-01 00:00:00","c++","4459"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12728"
"2017-09-01 00:00:00","javascript","18937"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10636"
"2017-09-01 00:00:00","python","15422"
"2017-09-01 00:00:00","r","4219"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10209"
"2017-10-01 00:00:00","c++","5209"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13975"
"2017-10-01 00:00:00","javascript","19802"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10776"
"2017-10-01 00:00:00","python","16915"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3888"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2946"
"2017-11-01 00:00:00","c#","9769"
"2017-11-01 00:00:00","c++","5026"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14151"
"2017-11-01 00:00:00","javascript","19369"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10544"
"2017-11-01 00:00:00","python","16932"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8579"
"2017-12-01 00:00:00","c++","4451"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11958"
"2017-12-01 00:00:00","javascript","16925"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9081"
"2017-12-01 00:00:00","python","14891"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2210"
"2018-01-01 00:00:00","c#","9354"
"2018-01-01 00:00:00","c++","4741"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12323"
"2018-01-01 00:00:00","javascript","18861"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10054"
"2018-01-01 00:00:00","python","16206"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8563"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12009"
"2018-02-01 00:00:00","javascript","17192"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9081"
"2018-02-01 00:00:00","python","16276"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9772"
"2018-03-01 00:00:00","c++","5170"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13534"
"2018-03-01 00:00:00","javascript","19110"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9778"
"2018-03-01 00:00:00","python","17871"
"2018-03-01 00:00:00","r","5099"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2181"
"2018-04-01 00:00:00","c#","9220"
"2018-04-01 00:00:00","c++","4656"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13457"
"2018-04-01 00:00:00","javascript","17920"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8902"
"2018-04-01 00:00:00","python","16935"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9903"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13438"
"2018-05-01 00:00:00","javascript","18035"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9404"
"2018-05-01 00:00:00","python","17541"
"2018-05-01 00:00:00","r","4729"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3610"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1830"
"2018-06-01 00:00:00","c#","8772"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","673"
"2018-06-01 00:00:00","java","11764"
"2018-06-01 00:00:00","javascript","17156"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8401"
"2018-06-01 00:00:00","python","16773"
"2018-06-01 00:00:00","r","4478"
"2018-06-01 00:00:00","ruby","990"
"2018-06-01 00:00:00","swift","3134"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","c#","9384"
"2018-07-01 00:00:00","c++","3906"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","686"
"2018-07-01 00:00:00","java","11721"
"2018-07-01 00:00:00","javascript","17790"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8516"
"2018-07-01 00:00:00","python","17910"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3661"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1673"
"2018-08-01 00:00:00","c#","9463"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11278"
"2018-08-01 00:00:00","javascript","17822"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8454"
"2018-08-01 00:00:00","python","17713"
"2018-08-01 00:00:00","r","4099"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8343"
"2018-09-01 00:00:00","c++","3734"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10690"
"2018-09-01 00:00:00","javascript","15974"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7635"
"2018-09-01 00:00:00","python","15993"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","775"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","c","2441"
"2018-10-01 00:00:00","c#","9318"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12472"
"2018-10-01 00:00:00","javascript","17372"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8110"
"2018-10-01 00:00:00","python","18116"
"2018-10-01 00:00:00","r","4351"
"2018-10-01 00:00:00","ruby","895"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2515"
"2018-11-01 00:00:00","c#","8450"
"2018-11-01 00:00:00","c++","4331"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11665"
"2018-11-01 00:00:00","javascript","16143"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7047"
"2018-11-01 00:00:00","python","17981"
"2018-11-01 00:00:00","r","4220"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2187"
"2018-12-01 00:00:00","c#","7526"
"2018-12-01 00:00:00","c++","3544"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10417"
"2018-12-01 00:00:00","javascript","14230"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6184"
"2018-12-01 00:00:00","python","15693"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2776"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8723"
"2019-01-01 00:00:00","c++","3900"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","652"
"2019-01-01 00:00:00","java","10996"
"2019-01-01 00:00:00","javascript","15991"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7139"
"2019-01-01 00:00:00","python","16911"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2897"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2049"
"2019-02-01 00:00:00","c#","8325"
"2019-02-01 00:00:00","c++","3723"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","625"
"2019-02-01 00:00:00","java","10959"
"2019-02-01 00:00:00","javascript","15648"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7230"
"2019-02-01 00:00:00","python","17495"
"2019-02-01 00:00:00","r","4240"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8938"
"2019-03-01 00:00:00","c++","4415"
"2019-03-01 00:00:00","delphi","185"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","12002"
"2019-03-01 00:00:00","javascript","17287"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7735"
"2019-03-01 00:00:00","python","19852"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2939"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2423"
"2019-04-01 00:00:00","c#","9085"
"2019-04-01 00:00:00","c++","4366"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11133"
"2019-04-01 00:00:00","javascript","16124"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7126"
"2019-04-01 00:00:00","python","19782"
"2019-04-01 00:00:00","r","4593"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3061"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","c#","8999"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11047"
"2019-05-01 00:00:00","javascript","16096"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6911"
"2019-05-01 00:00:00","python","18867"
"2019-05-01 00:00:00","r","4291"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3095"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7581"
"2019-06-01 00:00:00","c++","3633"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9604"
"2019-06-01 00:00:00","javascript","14766"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5972"
"2019-06-01 00:00:00","python","17180"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1746"
"2019-07-01 00:00:00","c#","8419"
"2019-07-01 00:00:00","c++","4257"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10801"
"2019-07-01 00:00:00","javascript","16093"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6624"
"2019-07-01 00:00:00","python","19705"
"2019-07-01 00:00:00","r","4194"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7685"
"2019-08-01 00:00:00","c++","3282"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9057"
"2019-08-01 00:00:00","javascript","15173"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5788"
"2019-08-01 00:00:00","python","17991"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1999"
"2019-09-01 00:00:00","c#","7822"
"2019-09-01 00:00:00","c++","3771"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9630"
"2019-09-01 00:00:00","javascript","14822"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5527"
"2019-09-01 00:00:00","python","16843"
"2019-09-01 00:00:00","r","3934"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2471"
"2019-10-01 00:00:00","c#","8394"
"2019-10-01 00:00:00","c++","4827"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11169"
"2019-10-01 00:00:00","javascript","15933"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6014"
"2019-10-01 00:00:00","python","20389"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3091"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2503"
"2019-11-01 00:00:00","c#","7998"
"2019-11-01 00:00:00","c++","4713"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10281"
"2019-11-01 00:00:00","javascript","15703"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6062"
"2019-11-01 00:00:00","python","20538"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7184"
"2019-12-01 00:00:00","c++","4183"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8983"
"2019-12-01 00:00:00","javascript","14268"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5208"
"2019-12-01 00:00:00","python","18048"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2045"
"2020-01-01 00:00:00","c#","7771"
"2020-01-01 00:00:00","c++","4214"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9911"
"2020-01-01 00:00:00","javascript","15972"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5875"
"2020-01-01 00:00:00","python","19910"
"2020-01-01 00:00:00","r","4135"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2889"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7685"
"2020-02-01 00:00:00","c++","4067"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","660"
"2020-02-01 00:00:00","java","10005"
"2020-02-01 00:00:00","javascript","15696"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5636"
"2020-02-01 00:00:00","python","19973"
"2020-02-01 00:00:00","r","4669"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4632"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11029"
"2020-03-01 00:00:00","javascript","17510"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5640"
"2020-03-01 00:00:00","python","22593"
"2020-03-01 00:00:00","r","5114"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2905"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3242"
"2020-04-01 00:00:00","c#","8556"
"2020-04-01 00:00:00","c++","6191"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","794"
"2020-04-01 00:00:00","java","12566"
"2020-04-01 00:00:00","javascript","20828"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6584"
"2020-04-01 00:00:00","python","27544"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","ruby","765"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3358"
"2020-05-01 00:00:00","c#","8566"
"2020-05-01 00:00:00","c++","6384"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11979"
"2020-05-01 00:00:00","javascript","21426"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6492"
"2020-05-01 00:00:00","python","29356"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3504"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7876"
"2020-06-01 00:00:00","c++","5608"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10791"
"2020-06-01 00:00:00","javascript","19743"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5903"
"2020-06-01 00:00:00","python","27041"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3149"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2090"
"2020-07-01 00:00:00","c#","7786"
"2020-07-01 00:00:00","c++","5153"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10413"
"2020-07-01 00:00:00","javascript","19819"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5915"
"2020-07-01 00:00:00","python","26220"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2980"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1889"
"2020-08-01 00:00:00","c#","7044"
"2020-08-01 00:00:00","c++","4763"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","705"
"2020-08-01 00:00:00","java","9279"
"2020-08-01 00:00:00","javascript","17970"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4964"
"2020-08-01 00:00:00","python","22960"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","c#","6440"
"2020-09-01 00:00:00","c++","3906"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8910"
"2020-09-01 00:00:00","javascript","16723"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4752"
"2020-09-01 00:00:00","python","21671"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2549"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2364"
"2020-10-01 00:00:00","c#","6175"
"2020-10-01 00:00:00","c++","4315"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8907"
"2020-10-01 00:00:00","javascript","16370"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4563"
"2020-10-01 00:00:00","python","22733"
"2020-10-01 00:00:00","r","5064"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2688"
"2020-11-01 00:00:00","c#","5968"
"2020-11-01 00:00:00","c++","4304"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","524"
"2020-11-01 00:00:00","java","8451"
"2020-11-01 00:00:00","javascript","15473"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4598"
"2020-11-01 00:00:00","python","22095"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2156"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2637"
